taxonId,superkingdom,genus,species
134964,Bacteria,Nocardia,Nocardia africana
1349749,Bacteria,Ferrimonas,Ferrimonas marina
1349750,Bacteria,Dermabacter,Dermabacter hominis
1349751,Bacteria,Brevibacterium,Brevibacterium epidermidis
1349752,Bacteria,Hydrogenophaga,Hydrogenophaga flava
1349753,Bacteria,Caldimonas,Caldimonas taiwanensis
1349754,Bacteria,Bacillus,Bacillus simplex
1349756,Bacteria,Bacillus,Bacillus novalis
1349757,Bacteria,Bacillus,Bacillus vietnamensis
1349758,Bacteria,Bergeriella,Bergeriella denitrificans
1349759,Bacteria,Brevundimonas,Brevundimonas vesicularis
1349760,Bacteria,Castellaniella,Castellaniella caeni
1349761,Bacteria,Cellulosimicrobium,Cellulosimicrobium funkei
1349762,Bacteria,Cupriavidus,Cupriavidus oxalaticus
1349763,Bacteria,Curvibacter,Curvibacter delicatus
1349764,Bacteria,Dietzia,Dietzia papillomatosis
1349765,Bacteria,Enterococcus,Enterococcus canis
1349766,Bacteria,Herbaspirillum,Herbaspirillum chlorophenolicum
1349767,Bacteria,Janthinobacterium,Janthinobacterium agaricidamnosum
1349768,Bacteria,Rothia,Rothia kristinae
1349773,Bacteria,Micrococcus,Micrococcus lylae
1349775,Bacteria,Moraxella,Moraxella oblonga
1349776,Bacteria,Paenibacillus,Paenibacillus elgii
1349777,Bacteria,Paenibacillus,Paenibacillus glucanolyticus
1349778,Bacteria,Paenibacillus,Paenibacillus humicus
1349779,Bacteria,Paenibacillus,Paenibacillus illinoisensis
1349780,Bacteria,Paenibacillus,Paenibacillus lautus
1349781,Bacteria,Paenibacillus,Paenibacillus macerans
1349782,Bacteria,Paenibacillus,Paenibacillus pabuli
1349783,Bacteria,Paenibacillus,Paenibacillus validus
1349784,Bacteria,Raoultella,Raoultella ornithinolytica
1349785,Bacteria,Tenacibaculum,Tenacibaculum maritimum
1349786,Bacteria,Pseudoclavibacter,Pseudoclavibacter alba
1349787,Bacteria,Pseudoclavibacter,Pseudoclavibacter bifida
1349788,Bacteria,Sulfurospirillum,Sulfurospirillum cavolei
1349789,Bacteria,Sulfurospirillum,Sulfurospirillum arsenophilum
1349790,Bacteria,Hydrogenophaga,Hydrogenophaga intermedia
1349791,Bacteria,Hydrogenophaga,Hydrogenophaga palleronii
1349792,Bacteria,Hydrogenophaga,Hydrogenophaga pseudoflava
1349793,Bacteria,Hydrogenophaga,Hydrogenophaga taeniospiralis
1349794,Bacteria,Paenibacillus,Paenibacillus thiaminolyticus
1349818,Bacteria,Herminiimonas,Herminiimonas sp. CN
1349819,Bacteria,Aureimonas,Aureimonas sp. AU20
1349821,Bacteria,Pseudomonas,Pseudomonas avellanae
1349822,Bacteria,Coprobacter,Coprobacter fastidiosus
1349826,Bacteria,Campylobacter,Campylobacter jejuni
1349827,Bacteria,Campylobacter,Campylobacter jejuni
134984,Bacteria,Nocardia,Nocardia fluminea
1349999,Viruses,Avastrovirus,Goose astrovirus
1350001,Viruses,Megrivirus,Duck megrivirus
1350393,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1350429,Bacteria,Cyclobacterium,Cyclobacterium qasimii
1350461,Bacteria,Synechococcus,Synechococcus sp. UTEX 2973
1350462,Bacteria,Helicobacter,Helicobacter pylori
1350466,Bacteria,Lactobacillus,Lactobacillus plantarum
1350467,Bacteria,Lactobacillus,Lactobacillus brevis
1350469,Bacteria,Achromobacter,Achromobacter xylosoxidans
1350471,Bacteria,Bifidobacterium,Bifidobacterium longum
1350472,Bacteria,Bifidobacterium,Bifidobacterium longum
1350473,Bacteria,Bifidobacterium,Bifidobacterium longum
1350482,Bacteria,Cellulosimicrobium,Cellulosimicrobium cellulans
1350776,Bacteria,Brevundimonas,Brevundimonas sp. G8
1351,Bacteria,Enterococcus,Enterococcus faecalis
135102,Viruses,Macavirus,Caprine gammaherpesvirus 2
1351585,Bacteria,Lucifera,Lucifera butyrica
1351702,Viruses,,Sulfolobus monocaudavirus SMV1
1351735,Viruses,Saphexavirus,Enterococcus virus IMEEF1
1351740,Viruses,Tequatrovirus,Yersinia virus PST
1351754,Bacteria,Avibacterium,Avibacterium paragallinarum
1351755,Bacteria,Clostridium,Clostridium chauvoei
1351774,Bacteria,Neisseria,Neisseria gonorrhoeae
1351775,Bacteria,Neisseria,Neisseria gonorrhoeae
1351776,Bacteria,Neisseria,Neisseria gonorrhoeae
1351777,Bacteria,Neisseria,Neisseria gonorrhoeae
1351778,Bacteria,Neisseria,Neisseria gonorrhoeae
1351779,Bacteria,Neisseria,Neisseria gonorrhoeae
1351780,Bacteria,Neisseria,Neisseria gonorrhoeae
1351781,Bacteria,Neisseria,Neisseria gonorrhoeae
1351782,Bacteria,Neisseria,Neisseria gonorrhoeae
1351783,Bacteria,Neisseria,Neisseria gonorrhoeae
1351784,Bacteria,Neisseria,Neisseria gonorrhoeae
1351785,Bacteria,Neisseria,Neisseria gonorrhoeae
1351786,Bacteria,Neisseria,Neisseria gonorrhoeae
1351787,Bacteria,Neisseria,Neisseria gonorrhoeae
1351788,Bacteria,Neisseria,Neisseria gonorrhoeae
1351789,Bacteria,Neisseria,Neisseria gonorrhoeae
1351790,Bacteria,Neisseria,Neisseria gonorrhoeae
1351791,Bacteria,Neisseria,Neisseria gonorrhoeae
1351792,Bacteria,Neisseria,Neisseria gonorrhoeae
1351793,Bacteria,Neisseria,Neisseria gonorrhoeae
1351794,Bacteria,Neisseria,Neisseria gonorrhoeae
1351795,Bacteria,Neisseria,Neisseria gonorrhoeae
1351796,Bacteria,Neisseria,Neisseria gonorrhoeae
1351797,Bacteria,Neisseria,Neisseria gonorrhoeae
1351798,Bacteria,Neisseria,Neisseria gonorrhoeae
1351799,Bacteria,Neisseria,Neisseria gonorrhoeae
1351800,Bacteria,Neisseria,Neisseria gonorrhoeae
1351801,Bacteria,Neisseria,Neisseria gonorrhoeae
1351803,Bacteria,Neisseria,Neisseria gonorrhoeae
1351804,Bacteria,Neisseria,Neisseria gonorrhoeae
1351805,Bacteria,Neisseria,Neisseria gonorrhoeae
1351806,Bacteria,Neisseria,Neisseria gonorrhoeae
1351807,Bacteria,Neisseria,Neisseria gonorrhoeae
1351808,Bacteria,Neisseria,Neisseria gonorrhoeae
1351809,Bacteria,Neisseria,Neisseria gonorrhoeae
1351810,Bacteria,Neisseria,Neisseria gonorrhoeae
1351811,Bacteria,Neisseria,Neisseria gonorrhoeae
1351812,Bacteria,Neisseria,Neisseria gonorrhoeae
1351814,Bacteria,Neisseria,Neisseria gonorrhoeae
1351815,Bacteria,Neisseria,Neisseria gonorrhoeae
1351816,Bacteria,Neisseria,Neisseria gonorrhoeae
1351817,Bacteria,Acinetobacter,Acinetobacter baumannii
1351836,Bacteria,Brucella,Brucella melitensis
1351840,Bacteria,Synechococcus,Synechococcus sp. 65AY6Li
1352,Bacteria,Enterococcus,Enterococcus faecium
1352227,Viruses,,Ralstonia phage RSS30
1352230,Viruses,,Thermus phage phi OH2
1352235,Viruses,Dyosigmapapillomavirus,Dyosigmapapillomavirus 1
1352343,Bacteria,Helicobacter,Helicobacter pylori
1352344,Bacteria,Helicobacter,Helicobacter pylori
1352345,Bacteria,Helicobacter,Helicobacter pylori
1352346,Bacteria,Helicobacter,Helicobacter pylori
1352347,Bacteria,Neisseria,Neisseria gonorrhoeae
1352348,Bacteria,Allosalinactinospora,Allosalinactinospora lopnorensis
1352353,Bacteria,Bacillus,Bacillus amyloliquefaciens
1352354,Bacteria,Pseudomonas,Pseudomonas aeruginosa
1352355,Bacteria,Pseudomonas,Pseudomonas aeruginosa
1352356,Bacteria,Helicobacter,Helicobacter pylori
1352357,Bacteria,Helicobacter,Helicobacter pylori
1352358,Bacteria,Vibrio,Vibrio cholerae
1352374,Bacteria,Ruminococcus,Ruminococcus sp. YE78
135246,Viruses,Alphavirus,Trocara virus
135248,Bacteria,Francisella,Francisella tularensis
1352511,Viruses,Panicovirus,Thin paspalum asymptomatic virus
1352513,Bacteria,Neisseria,Neisseria gonorrhoeae
1352514,Bacteria,Neisseria,Neisseria gonorrhoeae
1352515,Bacteria,Neisseria,Neisseria gonorrhoeae
1352517,Bacteria,Neisseria,Neisseria gonorrhoeae
1352518,Bacteria,Neisseria,Neisseria gonorrhoeae
1352519,Bacteria,Neisseria,Neisseria gonorrhoeae
1352520,Bacteria,Neisseria,Neisseria gonorrhoeae
1352521,Bacteria,Neisseria,Neisseria gonorrhoeae
1352522,Bacteria,Neisseria,Neisseria gonorrhoeae
1352523,Bacteria,Neisseria,Neisseria gonorrhoeae
1352525,Bacteria,Neisseria,Neisseria gonorrhoeae
1352526,Bacteria,Neisseria,Neisseria gonorrhoeae
1352527,Bacteria,Neisseria,Neisseria gonorrhoeae
1352528,Bacteria,Neisseria,Neisseria gonorrhoeae
1352529,Bacteria,Neisseria,Neisseria gonorrhoeae
1352530,Bacteria,Neisseria,Neisseria gonorrhoeae
1352532,Bacteria,Neisseria,Neisseria gonorrhoeae
1352533,Bacteria,Neisseria,Neisseria gonorrhoeae
1352570,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1352571,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1352572,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1352573,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1352574,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1352575,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1352576,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1352577,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1352578,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1352579,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1352580,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1352581,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1352582,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1352583,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1352584,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1352585,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1352586,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1352587,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1352588,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1352589,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1352590,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1352591,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1352592,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1352593,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1352594,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1352595,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1352596,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1352597,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1352598,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1352599,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1352600,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1352601,Bacteria,Clostridium,Clostridium sp. LS
1352602,Bacteria,Streptococcus,Streptococcus equi
1352603,Bacteria,Salmonella,Salmonella enterica
1352929,Bacteria,Frankia,Frankia sp. CcI6
1352932,Bacteria,Klebsiella,Klebsiella pneumoniae
1352933,Bacteria,Klebsiella,Klebsiella pneumoniae
1352936,Bacteria,Streptomyces,Streptomyces roseochromogenus
1352938,Bacteria,Pseudomonas,Pseudomonas syringae
1352939,Bacteria,Pseudomonas,Pseudomonas syringae
1352940,Bacteria,Elizabethkingia,Elizabethkingia anophelis
1352941,Bacteria,Streptomyces,Streptomyces niveus
1352943,Bacteria,Vibrio,Vibrio harveyi
1353,Bacteria,Enterococcus,Enterococcus gallinarum
1353016,Viruses,Betaendornavirus,Sclerotinia sclerotiorum betaendornavirus 1
1353241,Viruses,,Fur seal faeces associated circular DNA virus
1353243,Bacteria,Streptococcus,Streptococcus anginosus
1353262,Bacteria,Synechococcus,Synechococcus sp. 60AY4M2
1353263,Bacteria,Synechococcus,Synechococcus sp. 63AY4M1
1353264,Bacteria,Synechococcus,Synechococcus sp. 65AY640
1353265,Bacteria,Synechococcus,Synechococcus sp. 65AY6A5
1353266,Bacteria,Synechococcus,Synechococcus sp. 63AY4M2
1353275,Bacteria,Mycobacteroides,Mycobacteroides abscessus
1353276,Bacteria,Olleya,Olleya marilimosa
1353527,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1353528,Bacteria,Thioclava,Thioclava indica
1353529,Bacteria,Bacteriovorax,Bacteriovorax sp. BSW11_IV
1353530,Bacteria,Bacteriovorax,Bacteriovorax sp. DB6_IX
1353532,Bacteria,Thalassospira,Thalassospira permensis
1353533,Bacteria,Pseudoalteromonas,Pseudoalteromonas luteoviolacea
1353534,Bacteria,Clostridium,Clostridium ragsdalei
1353535,Bacteria,Vibrio,Vibrio coralliilyticus
1353536,Bacteria,Shewanella,Shewanella decolorationis
1353537,Bacteria,Thioclava,Thioclava pacifica
1353778,Bacteria,Flavobacterium,Flavobacterium lacus
1353795,Viruses,,Leptopilina boulardi Toti-like virus
1353886,Bacteria,Caballeronia,Caballeronia cordobensis
1353888,Bacteria,Achromobacter,Achromobacter agilis
1353941,Bacteria,Acinetobacter,Acinetobacter harbinensis
1353976,Bacteria,Neochlamydia,Neochlamydia sp. S13
1353977,Bacteria,Candidatus Protochlamydia,Candidatus Protochlamydia sp. R18
1353979,Bacteria,Staphylococcus,Staphylococcus xylosus
1353980,Bacteria,Shigella,Shigella dysenteriae
1354,Bacteria,Enterococcus,Enterococcus hirae
1354027,Bacteria,Lysinibacillus,Lysinibacillus sphaericus
1354081,Bacteria,Pseudoalteromonas,Pseudoalteromonas sp. C1
1354101,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354102,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354103,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354104,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354105,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354106,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354107,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354108,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354109,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354110,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354111,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354112,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354113,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354114,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354115,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354116,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354117,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354119,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354120,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354121,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354122,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354123,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354124,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354125,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354126,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354127,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354128,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354129,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354130,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354131,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354132,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354133,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354134,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354135,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354136,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354137,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354138,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354139,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354140,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354141,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354142,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354143,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354144,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354145,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354146,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354147,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354148,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354149,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354150,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354151,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354152,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354153,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354154,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354155,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354156,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354157,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354158,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354159,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354160,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354161,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354162,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354164,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354165,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354166,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354171,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354172,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354173,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354174,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354175,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354176,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354177,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354178,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354179,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354180,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354181,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354182,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354183,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354186,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354187,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354188,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354189,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354191,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354192,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354193,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354240,Bacteria,Riemerella,Riemerella anatipestifer
1354251,Bacteria,Buttiauxella,Buttiauxella brennerae
1354252,Bacteria,Buttiauxella,Buttiauxella ferragutiae
1354253,Bacteria,Buttiauxella,Buttiauxella gaviniae
1354255,Bacteria,Buttiauxella,Buttiauxella noackiae
1354260,Bacteria,Pluralibacter,Pluralibacter gergoviae
1354262,Bacteria,Enterobacter,Enterobacter soli
1354263,Bacteria,Hafnia,Hafnia paralvei
1354264,Bacteria,Kluyvera,Kluyvera georgiana
1354267,Bacteria,Moellerella,Moellerella wisconsensis
1354268,Bacteria,Obesumbacterium,Obesumbacterium proteus
1354271,Bacteria,Proteus,Proteus hauseri
1354272,Bacteria,Providencia,Providencia heimbachae
1354275,Bacteria,Mycolicibacterium,Mycolicibacterium vaccae
1354276,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1354277,Bacteria,Virgibacillus,Virgibacillus sp. CM-4
1354300,Bacteria,Peptoniphilus,Peptoniphilus mikwangii
1354301,Bacteria,Clostridium,Clostridium sp. BL8
1354302,Bacteria,Aeromonas,Aeromonas hydrophila
1354303,Bacteria,Psychrobacter,Psychrobacter aquaticus
1354304,Bacteria,Xenorhabdus,Xenorhabdus poinarii
1354314,Bacteria,Candidatus Cardinium,Cardinium endosymbiont of Bemisia tabaci
1354337,Bacteria,Cosenzaea,Cosenzaea myxofaciens
1354496,Viruses,,Ralstonia phage RSS20
1354498,Viruses,Hepacivirus,Hepacivirus D
1354507,Viruses,Coopervirus,Mycobacterium virus Adawi
1354508,Viruses,Coopervirus,Mycobacterium virus Bane1
1354510,Viruses,Fromanvirus,Mycobacterium phage Fredward
1354511,Viruses,Fromanvirus,Mycobacterium phage Anubis
1354512,Viruses,Fromanvirus,Mycobacterium phage PhrostyMug
1354514,Viruses,Kostyavirus,Mycobacterium phage Quink
135461,Bacteria,Bacillus,Bacillus subtilis
1354676,Bacteria,Coxiella,Coxiella burnetii
1354718,Bacteria,Helicobacter,Helicobacter pylori
1354719,Bacteria,Helicobacter,Helicobacter pylori
1354720,Bacteria,Helicobacter,Helicobacter pylori
1354721,Bacteria,Helicobacter,Helicobacter pylori
1354722,Bacteria,Roseovarius,Roseovarius sp. MCTG156(2b)
1354732,Bacteria,Pseudomonas,Pseudomonas sp. S58
1354746,Eukaryota,Ordospora,Ordospora colligata
135487,Bacteria,Nocardia,Nocardia cyriacigeorgica
1354889,Bacteria,Streptomyces,Streptomyces sp. MUSC 14
1355015,Bacteria,Streptomyces,Streptomyces pluripotens
1355018,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1355019,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1355020,Bacteria,Mycobacterium,Mycobacterium tuberculosis
1355022,Bacteria,Bacillus,Bacillus safensis
1355023,Bacteria,Helicobacter,Helicobacter pylori
1355100,Bacteria,Escherichia,Escherichia coli
1355101,Bacteria,Escherichia,Escherichia coli
1355330,Bacteria,Flavobacterium,Flavobacterium faecale
1355374,Bacteria,Arcobacter,Arcobacter lanthieri
1355388,Bacteria,Elizabethkingia,Elizabethkingia anophelis
1355477,Bacteria,Bradyrhizobium,Bradyrhizobium diazoefficiens
1355528,Bacteria,Helicobacter,Helicobacter pylori
1355529,Bacteria,Helicobacter,Helicobacter pylori
1355530,Bacteria,Helicobacter,Helicobacter pylori
1355531,Bacteria,Helicobacter,Helicobacter pylori
135569,Bacteria,Helicobacter,Helicobacter apodemus
135577,Bacteria,Idiomarina,Idiomarina loihiensis
1356299,Bacteria,Ferrovum,Ferrovum sp. JA12
1356306,Bacteria,Ferrovum,Ferrovum sp. PN-J185
1356405,Bacteria,Rhodococcus,Rhodococcus sp. PML026
135656,Viruses,Cytorhabdovirus,Strawberry crinkle cytorhabdovirus
1356575,Bacteria,Roseovarius,Roseovarius gaetbuli
1356852,Bacteria,Hymenobacter,Hymenobacter sp. APR13
1356854,Bacteria,Alicyclobacillus,Alicyclobacillus acidoterrestris
1356855,Bacteria,Pseudomonas,Pseudomonas aeruginosa
1356861,Bacteria,Francisella,Francisella noatunensis
135719,Bacteria,Sphingobium,Sphingobium amiense
1357268,Bacteria,Enterobacter,Enterobacter sp. EGD-HP1
1357269,Bacteria,Staphylococcus,Staphylococcus sp. EGD-HP3
135727,Bacteria,Candidatus Phytoplasma,Candidatus Phytoplasma ziziphi
1357270,Bacteria,Pseudomonas,Pseudomonas syringae
1357272,Bacteria,Pseudomonas,Pseudomonas syringae
1357273,Bacteria,Pseudomonas,Pseudomonas syringae
1357274,Bacteria,Pseudomonas,Pseudomonas syringae
1357277,Bacteria,Pseudomonas,Pseudomonas syringae
1357278,Bacteria,Pseudomonas,Pseudomonas syringae
1357279,Bacteria,Pseudomonas,Pseudomonas syringae
1357280,Bacteria,Pseudomonas,Pseudomonas syringae
1357281,Bacteria,Pseudomonas,Pseudomonas syringae
1357283,Bacteria,Pseudomonas,Pseudomonas syringae
1357284,Bacteria,Pseudomonas,Pseudomonas syringae
1357285,Bacteria,Pseudomonas,Pseudomonas syringae
1357286,Bacteria,Pseudomonas,Pseudomonas syringae
1357287,Bacteria,Pseudomonas,Pseudomonas syringae
1357288,Bacteria,Pseudomonas,Pseudomonas syringae
1357289,Bacteria,Pseudomonas,Pseudomonas syringae
1357290,Bacteria,Pseudomonas,Pseudomonas viridiflava
1357291,Bacteria,Pseudomonas,Pseudomonas viridiflava
1357292,Bacteria,Pseudomonas,Pseudomonas syringae
1357293,Bacteria,Pseudomonas,Pseudomonas syringae
1357294,Bacteria,Staphylococcus,Staphylococcus equorum
1357295,Bacteria,Klebsiella,Klebsiella pneumoniae
1357297,Bacteria,Serratia,Serratia marcescens
1357321,Viruses,Respirovirus,Porcine respirovirus 1
135735,Bacteria,Bacillus,Bacillus endophyticus
135739,Bacteria,Marinobacter,Marinobacter lutaoensis
1357398,Bacteria,Fusobacterium,Fusobacterium nucleatum
1357399,Bacteria,Helicobacter,Helicobacter canis
135740,Bacteria,Paracoccus,Paracoccus kondratievae
1357400,Bacteria,Helicobacter,Helicobacter macacae
1357423,Viruses,Emdodecavirus,Sinorhizobium virus M12
1357508,Bacteria,Nostoc,Nostoc calcicola
1357669,Viruses,Kostyavirus,Mycobacterium phage DrDrey
1357704,Viruses,,Proteus phage PM16
1357713,Viruses,,Bacillus phage phiCM3
1357714,Viruses,,Caulobacter phage Cr30
1357715,Viruses,,Microcystis phage MaMV-DC
1357732,Viruses,,Anabaena phage A-4L
1357825,Viruses,Peduovirus,Escherichia virus fiAA91ss
1357915,Bacteria,Arthrobacter,Arthrobacter sp. QXT-31
1357916,Bacteria,Sphingopyxis,Sphingopyxis sp. QXT-31
1357994,Bacteria,Campylobacter,Campylobacter jejuni
1357999,Bacteria,Xanthomonas,Xanthomonas campestris
1358,Bacteria,Lactococcus,Lactococcus lactis
1358004,Bacteria,Xanthomonas,Xanthomonas campestris
1358009,Bacteria,Xanthomonas,Xanthomonas campestris
1358015,Bacteria,Xanthomonas,Xanthomonas campestris
1358016,Bacteria,Xanthomonas,Xanthomonas campestris
1358017,Bacteria,Xanthomonas,Xanthomonas campestris
1358019,Bacteria,Xanthomonas,Xanthomonas campestris
1358020,Bacteria,Xanthomonas,Xanthomonas campestris
1358022,Bacteria,Xanthomonas,Xanthomonas campestris
1358024,Bacteria,Xanthomonas,Xanthomonas campestris
1358025,Bacteria,Xanthomonas,Xanthomonas campestris
1358026,Bacteria,Leifsonia,Leifsonia aquatica
1358027,Bacteria,Lactobacillus,Lactobacillus reuteri
1358028,Bacteria,Elizabethkingia,Elizabethkingia anophelis
1358104,Bacteria,Brachyspira,Brachyspira sp. G79
135826,Bacteria,Jeotgalibacillus,Jeotgalibacillus alimentarius
1358410,Bacteria,Campylobacter,Campylobacter coli
1358411,Bacteria,Pantoea,Pantoea dispersa
1358412,Bacteria,Acinetobacter,Acinetobacter baumannii
1358417,Bacteria,Sinorhizobium,Sinorhizobium sp. Sb3
1358418,Bacteria,Sinorhizobium,Sinorhizobium sp. GL28
1358420,Bacteria,Bacillus,Bacillus aryabhattai
1358421,Bacteria,Exiguobacterium,Exiguobacterium indicum
1358422,Bacteria,Escherichia,Escherichia coli
1358423,Bacteria,Pedobacter,Pedobacter antarcticus
1358807,Viruses,Torradovirus,Lettuce necrotic leaf curl virus
1359,Bacteria,Lactococcus,Lactococcus lactis
1359151,Bacteria,Anaplasma,Anaplasma phagocytophilum
1359152,Bacteria,Anaplasma,Anaplasma phagocytophilum
1359153,Bacteria,Anaplasma,Anaplasma phagocytophilum
1359154,Bacteria,Anaplasma,Anaplasma phagocytophilum
1359155,Bacteria,Anaplasma,Anaplasma phagocytophilum
1359156,Bacteria,Anaplasma,Anaplasma phagocytophilum
